Orf,Beyer_Phi,SEMPPR_Mean_Phi,Ingolia_Phi
YNL055C,2.009801564,0.222281693,16.63512285
YNL056W,0.126610091,0.071518251,0.65748556
YNL059C,0.02692846,0.013763107,0.100150845
YNL061W,0.177854712,0.029655447,0.86582217
YNL062C,0.119240481,0.025082199,0.769442177
YNL063W,0.020651047,0.014525344,0.025216986
YNL064C,0.861027445,0.112636003,29.71695913
YNL065W,0.021415096,0.021681718,0.095526021
YNL066W,0.314329863,0.112300014,2.589960696
YNL067W,0.92064498,1.062290643,NA
YNL068C,0.009937424,0.007215943,0.036266791
YNL069C,2.896951072,0.857529482,1122.726183
YNL070W,0.767957602,1.767912045,14.69422639
YNL071W,0.289839899,0.046878527,4.081923692
YNL072W,0.036866635,0.015911165,0.038961459
YNL073W,0.009652571,0.009113728,0.038712031
YNL074C,0.009897673,0.014661291,0.07238142
YNL075W,0.201220018,0.060310824,2.56592654
YNL076W,0.008066838,0.006432704,0.059128703
YNL077W,0.00372955,0.0139172,0.009038607
YNL078W,0.038894768,0.009509892,0.138850215
YNL079C,0.507842292,0.22874263,63.74811782
YNL080C,0.016305592,0.013955637,0.044938999
YNL081C,0.126182616,0.074776885,0.950837073
YNL082W,0.009801609,0.008139127,0.033316396
YNL083W,0.004456899,0.013356581,0.020115088
YNL084C,0.089850841,0.041476292,2.367661751
YNL085W,0.08176744,0.015215978,0.534220098
YNL087W,0.071964586,0.006026606,0.336623153
YNL088W,0.035968252,0.004150997,0.153929174
YNL090W,0.038806775,0.046433946,1.349759532
YNL091W,0.011568461,0.003724368,0.05525393
YNL093W,0.003709147,0.053390952,NA
YNL094W,0.010723991,0.023084304,0.013094607
YNL096C,0.825153795,0.744457918,NA
YNL097C,0.0541324,0.044167608,0.167629497
YNL098C,0.211474146,0.028806033,NA
YNL099C,0.077388707,0.049554559,0.540667397
YNL101W,0.007369109,0.008208,0.051540135
YNL102W,0.018180361,0.004019681,0.039257879
YNL103W,0.010484564,0.010882972,0.079940071
YNL104C,0.462893152,0.0478077,2.206700551
YNL106C,0.003629266,0.002966219,0.005001451
YNL107W,0.042554001,0.060568914,0.380255843
YNL110C,0.306307827,0.096629299,10.37912934
YNL111C,0.128674262,0.471785589,6.150411217
YNL112W,0.685484583,0.094430875,11.07014653
YNL113W,0.311936618,0.055434964,5.891923806
YNL116W,0.010748305,0.015702745,0.06610163
YNL117W,0.008846532,0.037190036,NA
YNL118C,0.033026257,0.006986819,0.388589824
YNL121C,0.117997397,0.044182595,1.314647479
YNL123W,0.091329027,0.010808771,0.357999221
YNL124W,0.065915664,0.012206063,0.101251357
YNL125C,0.017914349,0.009523738,0.02117562
YNL126W,0.003402967,0.003780115,0.02447489
YNL127W,0.004459399,0.004540443,0.014598235
YNL128W,0.002764235,0.012690954,NA
YNL129W,0.051295177,0.025842903,0.522472807
YNL130C,0.186049187,0.047889601,0.861830525
YNL131W,0.176236928,0.164872877,15.52805046
YNL132W,0.066568511,0.013836508,0.257726953
YNL133C,0.013136517,0.10056193,0.061666412
YNL135C,1.688658471,0.886869999,85.87215463
YNL136W,0.015282152,0.023624386,0.073949345
YNL137C,0.055417389,0.019645936,0.203917065
YNL138W,0.258323024,0.042170802,1.372554962
YNL138W-A,NA,NA,0.256724822
YNL139C,0.007155324,0.002781433,0.029500823
YNL141W,0.149723774,0.062814299,2.334854926
YNL142W,0.026393588,0.046820669,0.003572656
YNL145W,1.693135994,0.558878984,145.3020833
YNL147W,0.104488354,0.367129019,4.875574936
YNL148C,0.010725902,0.021268795,0.072173275
YNL151C,0.090899106,0.078308753,1.276082107
YNL152W,0.00754524,0.018371789,0.040523445
YNL153C,0.151366356,0.043338077,8.078117925
YNL154C,0.098259515,0.019685192,1.205440663
YNL156C,0.150194908,0.050401007,0.691475333
YNL158W,0.013542887,0.036294697,0.307709418
YNL159C,0.013155554,0.037210006,0.128715402
YNL160W,0.570019891,0.232496315,0.078236738
YNL161W,0.017610518,0.016735031,0.10810641
YNL162W,2.730563008,1.824183981,NA
YNL163C,0.050056326,0.006937702,0.137453976
YNL164C,0.039526102,0.031461673,0.258290237
YNL166C,0.051458727,0.021109346,0.766108458
YNL167C,0.014121427,0.015250626,0.029032208
YNL169C,0.063144127,0.015358646,0.108262364
YNL172W,0.009546454,0.001715231,0.003310631
YNL173C,0.017911921,0.021215411,0.235350578
YNL175C,0.237656088,0.058342131,4.165998849
YNL177C,0.036943222,0.024800734,1.058764855
YNL178W,10.19924387,0.840652288,5271.950475
YNL180C,0.049318721,0.021036045,0.229500004
YNL182C,0.055097741,0.015087695,0.716795406
YNL183C,0.013032812,0.012981597,0.029360176
YNL185C,0.023873136,0.080534536,0.406101503
YNL186W,0.06350087,0.008859239,0.339194045
YNL188W,0.013582964,0.007828529,0.071476967
YNL189W,0.165519577,0.049422241,3.226215657
YNL191W,0.018753162,0.040230977,0.080507229
YNL192W,0.045661587,0.006217338,0.200990538
YNL194C,0.00313027,0.027598449,NA
YNL197C,0.006912158,0.016843261,0.076324542
YNL199C,0.016223439,0.012370174,0.24923561
YNL201C,0.003790778,0.006138741,0.062067672
YNL202W,0.023529866,0.039508687,NA
YNL204C,0.004658101,0.016966022,NA
YNL206C,0.033061211,0.025237733,0.356933707
YNL207W,0.097642543,0.018402394,0.996817384
YNL208W,0.834829965,0.166305805,11.08566416
YNL209W,1.677898645,0.280155307,NA
YNL210W,0.002464823,0.047630107,NA
YNL212W,0.048089567,0.01095779,0.165289375
YNL213C,0.006260913,0.056936649,0.054547964
YNL214W,0.007522303,0.072921925,0.066013604
YNL215W,0.028401354,0.032834533,0.30667618
YNL216W,0.029015282,0.005633739,0.420929504
YNL218W,0.003533452,0.016830917,0.032853634
YNL219C,0.117361455,0.029211621,0.262872684
YNL220W,0.242326281,0.083230591,26.93420505
YNL221C,0.029275975,0.008074014,0.085485063
YNL222W,0.038549875,0.090431963,0.761729277
YNL223W,0.008363617,0.011281411,0.011808468
YNL224C,0.007641406,0.008678601,0.092986494
YNL225C,0.011323678,0.014230114,0.092300068
YNL227C,0.009970838,0.010472575,0.047789427
YNL229C,0.095009633,0.03919609,0.880743845
YNL230C,0.00117586,0.030460726,NA
YNL231C,0.161832299,0.040825267,3.590213165
YNL232W,0.215661312,0.041027552,1.553996177
YNL233W,0.007709266,0.007828062,0.035433757
YNL236W,0.019031251,0.004852543,0.028352202
YNL237W,0.005811048,0.013335413,NA
YNL238W,0.053902783,0.010854535,0.098618282
YNL239W,0.202517999,0.052586831,0.37804222
YNL240C,0.087485725,0.003718428,0.046995473
YNL241C,0.160174598,0.023406711,0.355539949
YNL242W,0.008761381,0.001497118,0.001458864
YNL243W,0.125273128,0.007726992,0.361366397
YNL244C,0.672384827,0.28996578,99.20787866
YNL245C,0.018909798,0.076839938,0.073429841
YNL246W,0.041842756,0.03076002,0.597584503
YNL247W,0.184685816,0.024126825,1.919345507
YNL248C,0.212456512,0.054769725,4.705859386
YNL249C,0.020030176,0.006986817,0.015685322
YNL250W,0.002668096,0.005734987,0.002999617
YNL251C,0.010472983,0.013972759,0.263299675
YNL252C,0.054634002,0.018005703,0.272151177
YNL253W,0.01689327,0.021996332,0.093494612
YNL255C,0.356665548,0.210847606,78.13755574
YNL256W,0.026045312,0.010263223,0.184499189
YNL257C,0.005847456,0.002540708,0.015692131
YNL258C,0.016150326,0.011195755,0.159767386
YNL259C,0.330296933,0.297253615,4.955161548
YNL261W,0.014083794,0.023707988,0.111114665
YNL262W,0.00252079,0.001538874,0.010011717
YNL263C,0.238777851,0.053392777,0.780986919
YNL264C,0.027923994,0.066006704,0.16724658
YNL265C,0.021636478,0.032014829,0.28291586
YNL267W,0.004514629,0.007265106,0.04532646
YNL268W,0.348523896,0.03038216,0.817812137
YNL269W,0.001958576,0.034639092,NA
YNL270C,0.004657073,0.010940578,NA
YNL271C,0.015032058,0.001874261,0.012010481
YNL272C,0.017428136,0.009533088,0.056236534
YNL273W,0.004749425,0.004535817,0.0060612
YNL274C,0.061065034,0.048925383,0.029963948
YNL275W,0.003988686,0.011370925,0.02054329
YNL277W,0.006575961,0.023445757,0.020603415
YNL278W,0.0095313,0.004187519,0.004883317
YNL279W,0.002062887,0.003274538,NA
YNL280C,0.197113341,0.043479503,0.657272349
YNL281W,0.196790188,0.08235266,19.73716228
YNL282W,0.013622926,0.018124684,0.257723988
YNL283C,0.036350732,0.016456497,0.065798714
YNL284C,0.099335098,0.039161747,0.649773284
YNL286W,0.017206255,0.010702669,0.169193327
YNL287W,0.117243109,0.018058824,1.124191626
YNL288W,0.064856374,0.034278254,0.20764347
YNL289W,0.046583845,0.021310842,0.813729348
YNL290W,0.033381792,0.011868038,0.53275699
YNL291C,0.012391887,0.015262914,0.066350747
YNL292W,0.060465466,0.020371332,0.257965951
YNL293W,0.006321766,0.006763377,0.052053625
YNL294C,0.008573514,0.009741148,0.056187607
YNL297C,0.007796956,0.002135893,0.026047467
YNL298W,0.012849186,0.011514225,0.021186254
YNL299W,0.007545095,0.00876854,0.080865971
YNL301C,0.896691971,1.114362628,NA
YNL302C,4.572774247,1.929295943,NA
YNL304W,0.00676329,0.013104408,0.035486926
YNL306W,0.126391565,0.055507844,2.043039065
YNL307C,0.049040731,0.023081777,1.127224701
YNL308C,0.19504076,0.02177062,1.252851578
YNL309W,0.005827263,0.00939585,0.026432
YNL310C,0.041626961,0.062080233,0.231218318
YNL311C,0.006477199,0.013648514,0.026974304
YNL312W,0.226362636,0.071710901,1.007490873
YNL314W,0.005235028,0.017502174,0.030402328
YNL315C,0.076240378,0.03274714,0.391847977
YNL316C,0.023620071,0.050774428,0.066512306
YNL317W,0.023902574,0.02443621,0.03993973
YNL318C,0.002488111,0.013920699,NA
YNL321W,0.027634765,0.004883636,0.009187686
YNL322C,0.713786788,0.038823038,0.733785989
YNL323W,0.083031664,0.023204408,0.407121806
YNL325C,0.00781197,0.007784027,0.017326836
YNL326C,0.024697823,0.031402885,0.070816761
YNL327W,0.415072012,0.009475346,2.139573603
YNL328C,0.002153664,0.114889794,NA
YNL329C,0.004593131,0.004635921,0.011500792
YNL330C,0.052707562,0.018743437,0.449977762
YNL331C,0.005564861,0.0199579,NA
YNL332W,0.024451404,0.158068756,NA
YNL333W,0.013182991,0.082843254,NA
YNL334C,0.01845494,0.048923715,NA
YNL336W,0.096929782,0.015468009,NA
YNL339C,0.011539108,0.000527497,NA
YNR001C,0.371414591,0.055777762,1.113641723
YNR002C,0.00748411,0.030360013,NA
YNR003C,0.042915503,0.063151639,0.974149945
YNR006W,0.03115634,0.009790415,0.057727571
YNR007C,0.008505325,0.039426558,0.067925788
YNR008W,0.031416297,0.008490378,0.082449445
YNR009W,0.035461638,0.044451179,0.116792633
YNR010W,0.033994876,0.082497964,0.164577941
YNR011C,0.01166373,0.006225537,0.02624219
YNR012W,0.045303941,0.026841219,0.186981512
YNR013C,0.08050598,0.007570455,0.099272892
YNR015W,0.0639756,0.020915327,0.145422058
YNR016C,0.105672553,0.007338753,1.27308616
YNR017W,0.196943755,0.048002808,1.313982233
YNR019W,0.019251598,0.025531202,0.047346666
YNR020C,0.054012778,0.017728222,0.11656347
YNR022C,0.073753613,0.091809876,1.003635438
YNR023W,0.007927864,0.00884586,0.070807262
YNR024W,0.074581598,0.06864211,0.65521725
YNR026C,0.041526165,0.014708522,0.146500875
YNR027W,0.034188809,0.022715095,0.063302257
YNR028W,0.038589425,0.017736259,0.425943295
YNR030W,0.119326116,0.031176769,0.135152146
YNR031C,0.006255394,0.003778424,0.015410369
YNR032C-A,NA,NA,2.07095071
YNR032W,0.012850965,0.028468605,0.102648333
YNR033W,0.032509028,0.005739039,0.067892855
YNR034W,0.029838027,0.026540678,0.053918564
YNR035C,0.222915308,0.075472519,2.79976299
YNR036C,0.135570732,0.038932841,2.682417046
YNR037C,0.130614309,0.114089797,1.031134479
YNR038W,0.0668401,0.019389021,0.192442962
YNR039C,0.026984249,0.009255087,0.028902438
YNR041C,0.061047428,0.016653699,0.235796908
YNR043W,0.332886954,0.048739401,1.451363191
YNR044W,0.183431687,0.016249963,0.037191152
YNR045W,0.009827915,0.010377746,0.005963953
YNR046W,0.314548447,0.070223501,1.744477293
YNR048W,0.010750578,0.025413765,0.038557221
YNR049C,0.049374639,0.034992454,0.234200287
YNR050C,0.216123043,0.104624754,2.153012513
YNR051C,0.010421136,0.033748965,0.412945938
YNR052C,0.151269741,0.011409785,0.392210613
YNR053C,0.206678497,0.033938351,5.436155616
YNR054C,0.113638793,0.039329338,0.364791252
YNR055C,0.062982184,0.02147129,0.213022212
YNR056C,0.001281043,0.022152359,NA
YNR057C,0.012428658,0.028722712,NA
YNR058W,0.005181653,0.020141478,0.001083147
YNR059W,0.002832346,0.008010366,0.010521309
YNR060W,0.008437336,0.013561423,NA
YNR064C,0.00476963,0.036574705,NA
YNR067C,0.078646062,0.00852978,0.322981033
YNR069C,0.000645886,0.006701216,NA
YNR072W,0.001720712,0.009925967,NA
YNR074C,0.030155776,0.015016735,0.157730525
YNR075W,0.001212267,0.011578045,NA
YNR076W,0.114841983,1.459139583,NA
YOL001W,0.006096263,0.03283369,0.015137333
YOL002C,0.187883169,0.023300312,1.528379551
YOL003C,0.011228061,0.014194398,0.070168144
YOL004W,0.044582279,0.002329066,0.086475622
YOL005C,0.161891621,0.113714692,2.094440901
YOL006C,0.0173381,0.0172002,0.319719146
YOL007C,0.060921375,0.052781096,0.275671441
YOL008W,0.016212788,0.043855521,0.09702724
YOL009C,0.024876647,0.022880089,0.035407084
YOL010W,0.049369788,0.043059648,0.797205221
YOL011W,0.002219947,0.016816973,0.034762636
YOL012C,0.112564692,0.183195283,1.984650578
YOL013C,0.008604948,0.008325626,0.046665793
YOL015W,0.000857522,0.019131616,NA
YOL016C,0.083656244,0.029588007,0.573779055
YOL017W,0.009405608,0.008080316,0.015284063
YOL018C,0.013347964,0.022165467,0.22660044
YOL020W,0.049040072,0.020428734,0.202407532
YOL021C,0.091095234,0.010162091,0.148458351
YOL023W,0.002558371,0.01385989,0.006349578
YOL025W,0.003522154,0.012341836,0.006286104
YOL026C,0.06623242,0.02977534,0.809927509
YOL027C,0.093737526,0.021542503,0.374159608
YOL028C,0.012386263,0.074885284,0.138477118
YOL030W,0.678043046,0.050406465,0.965046305
YOL031C,0.025903866,0.024033939,0.209812788
YOL032W,0.046055478,0.031294872,0.244200366
YOL033W,0.014026841,0.009803229,0.048845847
YOL034W,0.007385202,0.007127067,0.007460282
YOL038W,0.391628708,0.033060964,6.928478979
YOL039W,5.297871756,5.697957321,1687.973571
YOL040C,4.570847113,1.889581286,743.6006541
YOL041C,0.014292895,0.056312298,4.030793426
YOL042W,0.015193787,0.028048136,0.149353975
YOL043C,0.030739788,0.022826004,0.010204528
YOL044W,0.025695682,0.010098329,0.075441083
YOL045W,0.004051674,0.006378399,0.024640448
YOL049W,0.11485983,0.017279305,0.816581251
YOL051W,0.024761542,0.006292542,NA
YOL052C,0.091823911,0.016756135,0.23456032
YOL052C-A,NA,NA,NA
YOL055C,0.003121118,0.033456321,0.016980684
YOL056W,0.049824004,0.06352506,0.480986215
YOL058W,0.053484652,0.106182472,0.055405722
YOL059W,0.109298506,0.049789186,0.765021194
YOL060C,0.043163929,0.017148019,0.018967564
YOL061W,0.275268236,0.030836375,1.824886416
YOL062C,0.024905923,0.015717205,0.173512156
YOL063C,0.006432945,0.004812833,0.007676572
YOL064C,0.132567828,0.057295662,2.479407772
YOL065C,0.019473619,0.034161519,0.078110269
YOL066C,0.015044118,0.008425072,0.075004845
YOL067C,0.001893993,0.066974045,0.086933594
YOL068C,0.021307589,0.010172861,NA
YOL069W,0.00298152,0.021354661,0.030320356
YOL070C,0.033839711,0.013751169,0.439404454
YOL071W,0.040323311,0.112176471,0.107052118
YOL072W,0.003607591,0.013335085,0.036603871
YOL076W,0.013156139,0.009864057,0.266738812
YOL077C,0.214983098,0.091917854,8.527576768
YOL077W-A,NA,NA,2.374144252
YOL078W,0.003737506,0.002993152,0.018986568
YOL080C,0.041035534,0.052166819,0.61704998
YOL081W,0.00551537,0.000577564,0.002631781
YOL082W,0.018043547,0.028589358,0.177371891
YOL084W,0.004647361,0.006845292,NA
YOL086C,11.80287516,0.612132528,6240.943516
YOL088C,0.090650675,0.043975519,0.906825813
YOL089C,0.003365936,0.005034496,0.012960124
YOL090W,0.03353555,0.01232447,0.170938857
YOL091W,0.001779723,0.015703634,NA
YOL093W,0.037841545,0.031205075,0.546062374
YOL094C,0.09237942,0.042547294,0.250520283
YOL095C,0.006011076,0.013183873,0.005555083
YOL096C,0.014232743,0.023630826,0.084509687
YOL097C,0.513713006,0.066666766,8.496594553
YOL100W,0.003583077,0.004169716,0.008292057
YOL101C,0.020685355,0.014407495,0.139859856
YOL102C,0.06124586,0.055188842,0.705269932
YOL103W,0.05325829,0.027991928,0.226780155
YOL104C,0.003284289,0.024421855,0.001004288
YOL105C,0.005840713,0.014632367,0.009074162
YOL108C,0.089727825,0.067971641,0.349713187
YOL109W,4.905313955,0.99413502,1947.401999
YOL110W,0.023753761,0.005684648,NA
YOL111C,0.179315621,0.043269304,0.539652465
YOL112W,0.01716688,0.012298808,0.036946563
YOL113W,0.001993964,0.008978952,0.007818521
YOL115W,0.013102823,0.011968333,0.188740193
YOL116W,0.006308732,0.019617419,0.079683569
YOL117W,0.001907842,0.011641592,0.018083812
YOL119C,0.058839968,0.02071764,0.294680134
YOL120C,3.701464952,1.735462586,NA
YOL121C,5.405963131,2.025372034,NA
YOL122C,0.053475691,0.024604608,0.217840096
YOL123W,0.215545471,0.053566492,3.198596934
YOL124C,0.163063388,0.030836147,0.54774285
YOL125W,0.026407203,0.009826414,0.098714713
YOL126C,0.028193681,0.044129159,0.149455367
YOL127W,3.128516681,1.870547873,4146.195109
YOL128C,0.010864158,0.010899454,0.165254664
YOL129W,0.232078001,0.089200793,4.119460153
YOL130W,0.02256677,0.008355445,0.203777797
YOL132W,0.005337154,0.019360013,NA
YOL133W,0.088559784,0.169464271,1.604779654
YOL135C,0.037644084,0.016517979,0.058893882
YOL136C,0.008983908,0.026511284,0.102260766
YOL137W,0.015808283,0.01774098,0.055698857
YOL138C,0.002198643,0.00262085,0.004894498
YOL139C,1.017259037,0.287663906,100.6227775
YOL140W,0.017968781,0.052779377,0.066859291
YOL141W,0.004320898,0.006800923,0.0196291
YOL142W,0.103885186,0.028039028,0.609515219
YOL143C,0.263394487,0.1925179,17.07727527
YOL144W,0.027001627,0.010090678,0.149238102
YOL145C,0.014141881,0.009054073,0.197956088
YOL146W,0.058185419,0.026227309,0.533327528
YOL147C,0.206841659,0.056129247,0.143036543
YOL148C,0.022127481,0.009174084,0.07231244
YOL149W,0.063220053,0.040126421,1.282194939
YOL151W,0.238125245,0.045743209,0.494771086
YOL152W,0.003470024,0.014601121,0.0374963
YOL154W,0.013862516,0.094516882,0.002812672
YOL155C,0.012466702,0.025146989,NA
YOL156W,0.000506179,0.019863699,NA
YOL158C,0.09923655,0.004608664,0.374142232
YOL159C,0.031995712,0.07658906,0.13404793
YOL164W,0.002028163,0.005322227,0.004950156
YOL165C,0.012211291,0.084823354,NA
YOR001W,0.106361539,0.005893919,0.168243424
YOR002W,0.077165478,0.009701634,0.345678073
YOR003W,0.000909259,0.008390081,0.003192321
YOR004W,0.333632248,0.034176032,4.557063854
YOR005C,0.00181797,0.002553182,0.004619242
YOR007C,0.608638932,0.040778745,22.54085134
YOR008C,0.101696476,0.012731275,0.524553407
YOR009W,0.062883786,0.109730047,NA
YOR010C,0.684679933,0.473278289,0.023788976
YOR011W,0.008387107,0.004799882,0.002507968
YOR014W,0.015966042,0.013262502,0.17808164
YOR016C,0.066186436,0.074302962,0.979627341
YOR017W,0.023315639,0.009192924,0.011799797
YOR018W,0.006930581,0.009824228,0.023413436
YOR019W,0.002115333,0.00815073,0.003390546
YOR020C,0.568577248,0.365513653,56.44110027
YOR023C,0.033477514,0.0169264,0.024978095
YOR025W,0.007488416,0.022150323,0.083674073
YOR026W,0.020642217,0.041287291,0.048255029
YOR027W,0.520795614,0.034601695,6.641851218
YOR028C,0.010869581,0.039476169,0.065707678
YOR030W,0.001613446,0.009591538,0.010572652
YOR031W,NA,NA,NA
YOR032C,0.000842918,0.019226537,NA
YOR033C,0.009158673,0.014209164,0.031177445
YOR034C,0.017262952,0.005271954,0.020960677
YOR035C,0.005161999,0.00783408,0.020702254
YOR036W,0.021060672,0.010559776,0.185210649
YOR037W,0.006045449,0.011483578,0.068157303
YOR038C,0.004618589,0.005842289,0.057683229
YOR039W,0.049769266,0.043164573,1.441541281
YOR040W,0.016374717,0.042171557,0.038344319
YOR042W,0.099261237,0.028476011,0.494490011
YOR043W,0.036861802,0.022711147,0.401380147
YOR044W,0.037466335,0.065030974,0.446370575
YOR045W,0.409106954,1.328178787,18.08098201
YOR046C,0.290435849,0.039101695,4.962455649
YOR047C,0.019733748,0.023779886,0.20428114
YOR048C,0.03381806,0.008216513,0.171583689
YOR049C,0.002197837,0.033638811,NA
YOR052C,0.044451421,0.092992682,2.693712272
YOR054C,0.006682478,0.007327445,0.024250345
YOR056C,0.161616667,0.028632704,1.048562711
YOR057W,0.026107519,0.01976002,0.262023916
YOR058C,0.001986398,0.00594874,0.0305123
YOR061W,0.092030527,0.039298575,1.427224324
YOR063W,5.542793697,0.648089639,3115.675221
YOR064C,0.014205847,0.022270146,0.05842657
YOR065W,0.023113062,0.117041591,0.075392492
YOR067C,0.203640464,0.011150261,0.248084387
YOR068C,0.002540127,0.185072301,NA
YOR069W,0.026134319,0.012958162,0.277253363
YOR070C,0.00806705,0.004732785,0.026807543
YOR071C,0.008784639,0.050956619,0.019027972
YOR073W,0.013977048,0.014355659,0.019160728
YOR074C,0.022712151,0.074163713,0.090971202
YOR075W,0.014938622,0.039589973,0.262012204
YOR076C,0.005863962,0.007889615,0.045086472
YOR077W,0.022312676,0.03455312,0.089951796
YOR078W,0.090239411,0.057814457,NA
YOR079C,0.05464725,0.016533411,0.273109862
YOR080W,0.004796221,0.007689386,0.014781739
YOR081C,0.012461846,0.00819427,0.009964642
YOR083W,0.004810371,0.004405712,NA
YOR084W,0.026772331,0.007791984,NA
YOR085W,0.137198318,0.043873087,0.297168549
YOR086C,0.062583351,0.01077066,0.123891917
YOR087W,0.009847728,0.009316812,0.075570442
YOR089C,0.12494215,0.092986312,3.331939208
YOR090C,0.024827035,0.017668977,0.078993978
YOR091W,0.142331293,0.028741296,1.2957377
YOR092W,0.01289618,0.022816036,0.028218256
YOR094W,0.064901387,0.058580672,0.791576831
YOR095C,0.14394371,0.161058051,7.509633587
YOR096W,1.582588806,1.285361856,3891.786667
YOR098C,0.014725379,0.006206212,0.104605215
YOR099W,0.639398271,0.062716991,3.7835703
YOR100C,0.003516691,0.044277043,NA
YOR101W,0.072839669,0.052499403,1.249859659
YOR103C,0.201478443,0.221160677,4.892873475
YOR104W,0.019558048,0.044612997,0.152818625
YOR106W,0.034483598,0.030008792,0.149469654
YOR107W,0.002511806,0.02134264,NA
YOR108W,0.162549105,0.041757634,0.814646367
YOR109W,0.037605213,0.005751997,0.094234303
YOR110W,0.016396646,0.023696002,0.122681067
YOR112W,0.01422997,0.007923382,0.070242935
YOR113W,0.004472937,0.007682211,0.011522279
YOR115C,0.079385099,0.040172329,0.703852647
YOR116C,0.055100919,0.007661623,0.115269333
YOR117W,0.18963737,0.037346711,3.274171492
YOR119C,0.039906099,0.034749035,0.236474034
YOR120W,0.003162644,0.062086937,0.007788021
YOR122C,0.466748322,0.817181841,157.4533931
YOR123C,0.106134744,0.023659606,0.476868082
YOR124C,0.035452261,0.005099837,0.077009829
YOR125C,0.028774856,0.079730486,0.361443512
YOR126C,0.042360504,0.04815199,0.125628354
YOR127W,0.006862921,0.004908034,0.037091557
YOR128C,0.078201415,0.027094219,2.359665666
YOR129C,0.00769007,0.006197213,0.005105573
YOR130C,0.05044102,0.014116794,0.146030185
YOR132W,0.056191593,0.013748761,0.080399672
YOR133W,2.677523519,0.165788835,NA
YOR134W,0.007852847,0.012561438,NA
YOR136W,0.459746818,0.081820862,2.953626223
YOR137C,0.001328391,0.007376341,0.004170659
YOR138C,0.035812239,0.0063747,0.093890652
YOR140W,0.004900039,0.005958429,0.009421155
YOR141C,0.037188632,0.007927064,0.069844668
YOR142W,0.166381047,0.102224467,1.355181654
YOR143C,0.042813585,0.038890443,0.43474532
YOR144C,0.010718604,0.007235898,0.020035465
YOR145C,0.185933125,0.084393409,6.317179954
YOR147W,0.002915567,0.011404705,0.047770919
YOR148C,0.022593716,0.027000474,0.269500969
YOR149C,0.005733289,0.009878064,0.020231991
YOR150W,0.089904268,0.101313474,0.430252549
YOR151C,0.164562757,0.012844316,0.528996464
YOR153W,0.104363833,0.009362884,9.679657891
YOR155C,0.021462264,0.018291977,0.127440413
YOR156C,0.001692558,0.006594505,NA
YOR157C,0.251669338,0.047708322,2.393902862
YOR158W,0.026648708,0.055118086,0.30318445
YOR159C,0.126473217,0.128093517,2.688222479
YOR160W,0.010601093,0.005843616,0.031602172
YOR161C,0.049790159,0.015637774,0.034950257
YOR162C,0.004155643,0.006037744,0.005286007
YOR163W,0.120825397,0.076599396,1.296195576
YOR164C,0.08490351,0.059189106,4.661904251
YOR165W,0.0636346,0.013923515,0.36429414
YOR166C,0.007700486,0.026841377,0.125978997
YOR167C,2.393323964,1.888130001,2422.920865
YOR168W,0.233785257,0.029231346,9.757251729
YOR171C,0.007718557,0.015834966,0.250254788
YOR172W,0.004918179,0.007523294,0.005997343
YOR173W,0.007259279,0.037250211,NA
YOR174W,0.04358765,0.022789625,0.250832797
YOR175C,0.121119303,0.030642303,1.156791497
YOR176W,0.170469072,0.031870981,0.923320585
YOR177C,0.005500156,0.008318619,NA
YOR178C,0.000861341,0.005654217,NA
YOR179C,0.032885989,0.083471325,0.22526094
YOR180C,0.004682916,0.014705144,0.002896989
YOR181W,0.022403657,0.008255847,0.01512362
YOR182C,6.632524889,6.410657378,NA
YOR184W,0.271454712,0.040878984,NA
YOR185C,0.117646099,0.131769251,0.070676322
YOR187W,0.399026419,0.072770304,2.761524903
YOR188W,0.019675559,0.003622273,0.02149849
YOR189W,0.048212071,0.072303454,1.666946621
YOR190W,0.001922896,0.022109733,NA
YOR191W,0.010606382,0.002295292,0.011459051
YOR192C,0.002017847,0.042577671,NA
YOR193W,0.003658418,0.032502176,0.017139586
YOR194C,0.119377207,0.034324372,1.055178649
YOR195W,0.004027753,0.012259824,0.135737026
YOR196C,0.094136624,0.029562772,0.47225332
YOR197W,0.108795468,0.032831619,0.825894095
YOR198C,0.195983162,0.064294539,6.291973428
YOR201C,0.017591576,0.013971215,0.264791025
YOR202W,0.09084,0.011534183,1.272630848
YOR204W,0.208961019,0.093412291,3.992814563
YOR206W,0.135655724,0.020464376,1.926506331
YOR207C,0.118104899,0.012058852,0.161833085
YOR208W,0.01051319,0.009484617,0.003398221
YOR209C,0.206838448,0.051520971,2.471188315
YOR210W,0.286165517,1.058157728,37.35014849
YOR211C,0.005971258,0.011562412,0.056044112
YOR212W,0.073374209,0.026722308,1.36380961
YOR213C,0.018895955,0.014037014,0.216840617
YOR216C,0.027896893,0.015074902,0.279148642
YOR217W,0.028930685,0.007784362,0.242339711
YOR219C,0.007384985,0.008476081,0.022077643
YOR221C,0.044275709,0.03408455,0.164870739
YOR222W,0.080596629,0.038194511,0.211684395
YOR224C,0.368097527,0.166789801,13.1861985
YOR226C,0.168448782,0.030135863,2.185722831
YOR227W,0.007412741,0.003993231,0.007317553
YOR228C,0.031519857,0.029661133,0.018236158
YOR229W,0.05057409,0.027988927,0.059370002
YOR230W,0.614586373,0.07216373,3.802710833
YOR231W,0.014831496,0.011065906,0.048218119
YOR232W,0.132890358,0.207067071,18.39918493
